--->Extraindo texto do arquivo mes_bg13_01_us.u16
Você está saindo desta cidade? #Y||Leave this town? #Y,¿Te marchas de esta ciudad? #Y||
This is the throne room.||This is the throne room.,Este es el salón del trono.||
This is the throne room.||This is the throne room.,Este es el salón del trono.||
This is the throne room.||This is the throne room.,Este es el salón del trono.||
This is the throne room.||This is the throne room.,Este es el salón del trono.||
Please pass!||Please pass!,¡Adelante!||
This is the lounge.||This is the lounge.,La sala de estar.||
The king is here a lot lately. He seems a little lonely...||The king is here a lot lately. He seems a little lonely...,El rey se pasa las horas muertas aquí. Se siente un poco solo...||
The Gorgo beastfolk are very kind-hearted.||The Gorgo beastfolk are very kind-hearted.,Las bestias golgo tienen muy buen corazón.||
The soldiers gathered here are really all good-for-nothings.||The soldiers gathered here are really all good-for-nothings.,Estos soldados no sirven absolutamente para nada.||
I decided to quit being a soldier. It wasn't for me.||I decided to quit being a soldier. It wasn't for me.,He decidido dejar el ejército. No era para mí.||
"I could take a brief rest, I guess."||"I could take a brief rest, I guess.",Supongo que podría descansar un ratito.||
"The king is a good king, but... It hurts when he is too hard on us."||"The king is a good king, but... It hurts when he is too hard on us.","El rey se porta bien, pero... me duele cuando nos trata con mano dura."||
"I'm glad I got to be a Jibral soldier, but reality is different than the dream."||"I'm glad I got to be a Jibral soldier, but reality is different than the dream.","Me alegro de haberme convertido en soldado de Yibral, pero los sueños difieren de la realidad."||
You can go down to the Great Hall through this door.||You can go down to the Great Hall through this door.,"Por esta puerta, se llega al salón regio."||
You can go down to the Great Hall through this door.||You can go down to the Great Hall through this door.,"Por esta puerta, se llega al salón regio."||
How are your adventures going?||How are your adventures going?,"Y esas aventuras, ¿cómo van?"||
The king is away now.||The king is away now.,El rey se ha ausentado.||
The door to the basement lab is over there.||The door to the basement lab is over there.,La puerta del laboratorio del sótano está ahí.||
This is the soldiers' waiting quarters.||This is the soldiers' waiting quarters.,Esta es la antesala para los soldados.||
Are you sightseeing? The lab is up ahead.||Are you sightseeing? The lab is up ahead.,¿Estamos de turismo o qué? El laboratorio está más adelante.||
Are your travels going well? You can come back for a rest any time.||Are your travels going well? You can come back for a rest any time.,¿Cómo van esos viajes? Venid a descansar siempre que queráis.||
But then there's Kluke...||But then there's Kluke...,Pero también está Kluke...||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
"Had I not the duty to protect my kingdom, I would rather be going with you."||"Had I not the duty to protect my kingdom, I would rather be going with you.","Si no tuviera el deber de proteger mi reino, me marcharía con vosotros."||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
The king is in his quarters.||The king is in his quarters.,El rey está en sus aposentos.||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Hurry and see the head scientist in the lab. I'm counting on you.||Hurry and see the head scientist in the lab. I'm counting on you.,"Corred, id al laboratorio a ver al científico jefe. Confío en vosotros."||
"Have you seen the head scientist, then? Then hurry to Noluta."||"Have you seen the head scientist, then? Then hurry to Noluta.",¿Habéis visto al científico jefe? Pues id corriendo a Noluta.||
Hurry and get that ancient machine started.||Hurry and get that ancient machine started.,"Deprisa, a ver si arranca esa máquina ancestral."||
"Ah, you saved that frozen village, I see. That was very courageous."||"Ah, you saved that frozen village, I see. That was very courageous.","Ah, salvasteis esa aldea congelada. Un acto heroico."||
Yet more good news. I heard that the people from Talta returned home safely.||Yet more good news. I heard that the people from Talta returned home safely.,Y otra buena noticia. Los aldeanos de Talta llegaron a casa sanos y salvos.||
The ancient machine became an azure sentinel? The Ancients' ideas were incredible!||The ancient machine became an azure sentinel? The Ancients' ideas were incredible!,¿Que la máquina ancestral era un centinela azur? ¡Esos ancestrales tenían unas ideas increíbles!||
How splendid to see all five of you like this.||How splendid to see all five of you like this.,Cómo me alegra veros a los cinco así.||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
This is the king's quarters.||This is the king's quarters.,Los aposentos reales.||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Where are you going?||Where are you going?,¿Adónde vais?||
"You haven't suddenly lost your nerve, have you?"||"You haven't suddenly lost your nerve, have you?",¿No habréis perdido el coraje de repente?||
"Jiro! And Shu and everyone else, too! Are you going home now?"||"Jiro! And Shu and everyone else, too! Are you going home now?","¡Yiro, Shu y todos los demás! ¿Volvéis a casa?"||
"The truth is, Chief Copos is visiting important people here to get aid for Talta."||"The truth is, Chief Copos is visiting important people here to get aid for Talta.",El jefe Kopos ha venido a hablar con gente influyente para que ayuden a Talta.||
Can you help him? The quarters for the king and his ministers are upstairs.||Can you help him? The quarters for the king and his ministers are upstairs.,¿Podéis ayudarle? Los aposentos del rey y de los ministros están arriba.||
"Ah, that's right. We want to see the king again, too."||"Ah, that's right. We want to see the king again, too.",De acuerdo. Nosotros también queremos volver a ver al rey.||
Hey!||Hey!,¡Oye!||
There's an important conference in the throne room now. You can't just walk in there!||There's an important conference in the throne room now. You can't just walk in there!,Hay una reunión importantísima en el salón del trono y no podéis entrar así como así.||
It's you! You're the dog-lover!||It's you! You're the dog-lover!,¡Tú! ¡El hombre que adora a los perros!||
"Ho ho ho, you finally got here? I'm actually also a minister here."||"Ho ho ho, you finally got here? I'm actually also a minister here.","Ja, ja, ja. ¿Por fin habéis llegado? También soy ministro."||
Was there something you wanted to ask?||Was there something you wanted to ask?,¿Queríais pedirme algo?||
Please help the people of Talta! The village needs to be livable again...||Please help the people of Talta! The village needs to be livable again...,¡Ayudad al pueblo de Talta! Hay que reconstruir la aldea...||
"Ah, your first concern is the village? What a kind attitude. Let me propose it to the other ministers."||"Ah, your first concern is the village? What a kind attitude. Let me propose it to the other ministers.",¿La aldea es lo que más os preocupa? Una actitud muy bondadosa. Lo consultaré con los demás ministros.||
And you must want to meet with the king. Go upstairs to the throne room and see him.||And you must want to meet with the king. Go upstairs to the throne room and see him.,Y seguro que queréis una audiencia con el rey. Subid al salón del trono y hablad con él.||
I will show you to the throne room.||I will show you to the throne room.,Os llevaré al salón del trono.||
Not used||Not used,Sin usar||
We now know a disaster will occur each year. ||We now know a disaster will occur each year. ,Ahora sabemos que todos los años ocurrirá una desgracia. ||
"In fact, various disasters happen in other towns and villages as well."||"In fact, various disasters happen in other towns and villages as well.","De hecho, varias catástrofes han azotado a otras ciudades y aldeas."||
"After what you told me, I believe these disasters and the assault on Talta village are the work of Nene."||"After what you told me, I believe these disasters and the assault on Talta village are the work of Nene.","Después de lo dicho, creo que esas desgracias y el ataque a la aldea de Talta son obra de Nené."||
We were traveling the world to conduct research on the various yearly disasters.||We were traveling the world to conduct research on the various yearly disasters.,Viajábamos por todo el mundo para investigar esas catástrofes anuales.||
"Actually, we were on our way home when we came across you."||"Actually, we were on our way home when we came across you.","De hecho, nos dirigíamos a casa cuando nos hemos encontrado."||
"Lady Zola, you'll fight with us, right?"||"Lady Zola, you'll fight with us, right?","Zola, lucharás a nuestro lado, ¿verdad?"||
What'd you expect?||What'd you expect?,¿Qué esperabas?||
Whoa! She's so direct.||Whoa! She's so direct.,¡Vaya! No se anda con rodeos.||
"But there's more to Lady Zola, Shu."||"But there's more to Lady Zola, Shu.","Pero Zola tiene algo más, Shu."||
Huh?||Huh?,¿Qué?||
Lady Zola is also cute when she smiles!||Lady Zola is also cute when she smiles!,También está preciosa cuando sonríe.||
"We will destroy the tsunami vortex with this Eternal Engine. Once we do that, we should see the mother ship."||"We will destroy the tsunami vortex with this Eternal Engine. Once we do that, we should see the mother ship.","Destruiremos el vórtice maremoto con este reactor eterno. Cuando lo hagamos, veremos la nave nodriza."||
Awesome...||Awesome...,Alucinante...||
"But after that, how will we fight the mother ship?"||"But after that, how will we fight the mother ship?",¿Y cómo nos enfrentaremos a la nave nodriza?||
"Well, we'll see."||"Well, we'll see.",Ya veremos.||
The research is coming along. It's just a matter of time.||The research is coming along. It's just a matter of time.,La investigación va viento en popa. Es cuestión de tiempo.||
I'm returning to my quarters. Will you join me? #Y||I'm returning to my quarters. Will you join me? #Y,Me voy a mis aposentos. ¿Me acompañas? #Y||
Hey! Maro wanna go to Lady Zola's quarters!||Hey! Maro wanna go to Lady Zola's quarters!,"¡Eh, que Marumaro quiere ir a los aposentos de nuestra amada Zola!"||
"Shu, we were invited here but you want to leave already?"||"Shu, we were invited here but you want to leave already?","Shu, nos habían invitado. ¿Ya quieres irte?"||
Let's at least talk to Zola before we leave.||Let's at least talk to Zola before we leave.,"Por lo menos, hablemos con Zola antes de marcharnos."||
"The king's calling for us, not the time to go that way!"||"The king's calling for us, not the time to go that way!","No es momento de irse por ahí, que el rey nos llama."||
Not used||Not used,Sin usar||
This is our chance to talk with Lady Zola! Let Maro stay up here a little longer!||This is our chance to talk with Lady Zola! Let Maro stay up here a little longer!,¡Es nuestra oportunidad de hablar con la amada Zola! ¡Deja que Marumaro se quede un poco más!||
Not used||Not used,Sin usar||
Doesn't this dog belong to Shifa?||Doesn't this dog belong to Shifa?,¿Este perro no es de Shifa?||
Why is it here?||Why is it here?,¿Qué hace aquí?||
Shifa is probably worried about... But it should be safe with the senior minister.||Shifa is probably worried about... But it should be safe with the senior minister.,"Aunque Shifa lo andará buscando, estará a salvo con el gran ministro."||
Hey! It's that dog!||Hey! It's that dog!,¡Es ese perro!||
That's the dog Shifa was looking for! It was here all along?||That's the dog Shifa was looking for! It was here all along?,Es el perro que buscaba Shifa. ¿Siempre ha estado aquí?||
I'm so relieved. It should be safe with the senior minister.||I'm so relieved. It should be safe with the senior minister.,Qué peso me he quitado de encima. Estará a salvo con el gran anciano.||
"No, no! You can't! You can't come in now!"||"No, no! You can't! You can't come in now!","¡No, no! ¡Que no se puede! ¡Ahora no se puede entrar!"||
Go see the king first. I'm very busy right now!||Go see the king first. I'm very busy right now!,"Primero, hablad con el rey. ¡Yo estoy hasta arriba de trabajo!"||
Oh! How good to see you again! Are your travels still going well?||Oh! How good to see you again! Are your travels still going well?,Cuánto me alegro de volver a veros. ¿Llegan a buen puerto esos viajes?||
"Yeah, couldn't be better! But, there's something we need your help with."||"Yeah, couldn't be better! But, there's something we need your help with.","Mejor, imposible. Pero necesitamos que nos ayudes."||
Tell me whatever you need.||Tell me whatever you need.,Pedid lo que necesitéis.||
The village of Noluta is frozen by an ancient machine.||The village of Noluta is frozen by an ancient machine.,Una máquina ancestral ha congelado la aldea Noluta.||
The people frozen there are still alive! Please tell us how to help them.||The people frozen there are still alive! Please tell us how to help them.,Los aldeanos congelados siguen vivos. Dinos cómo podemos ayudarlos.||
I am very curious about that ancient machine. We have been studying it downstairs for many years now.||I am very curious about that ancient machine. We have been studying it downstairs for many years now.,Siento mucha curiosidad por esa máquina ancestral. La analizamos desde hace muchos años.||
I've been told we are close to deciphering its code. Your information may clear things up.||I've been told we are close to deciphering its code. Your information may clear things up.,Estamos a punto de descifrar el código y vuestra información podría facilitar las cosas.||
"Thank you, King Jibral!"||"Thank you, King Jibral!","¡Gracias, rey Yibral!"||
But what happened to Zola? She's nowhere to be seen...||But what happened to Zola? She's nowhere to be seen...,Pero ¿dónde está Zola? No la veo por ninguna parte...||
We were separated from Zola at Nene's base... But I'm sure she's okay.||We were separated from Zola at Nene's base... But I'm sure she's okay.,Nos separamos de Zola en la base de Nené... pero seguro que está a salvo.||
"I see... You're right. We'll just have to trust that she'll return, then."||"I see... You're right. We'll just have to trust that she'll return, then.",Ya veo... Es verdad. Esperemos que vuelva pronto.||
"Oh ho, the machine that froze the village? We were just doing research on that."||"Oh ho, the machine that froze the village? We were just doing research on that.",¿La máquina que congeló la aldea? Estábamos analizándola.||
My brainpower has finally solved the mystery of the password for melting the ice.||My brainpower has finally solved the mystery of the password for melting the ice.,"Gracias a mi intelecto, hemos resuelto el misterio de la contraseña para derretir el hielo."||
A password? What's that?||A password? What's that?,¿Una contraseña? ¿Qué es eso?||
"Simply put, it's like a spell. You can use magic, right?"||"Simply put, it's like a spell. You can use magic, right?","Para que te enteres, es como un conjuro. Sabes usar la magia, ¿no?"||
"So you should be able to use this, then. Ready? I'll only say it once."||"So you should be able to use this, then. Ready? I'll only say it once.","Entonces, podrás usarlo. ¿Listos? Sólo lo diré una vez."||
Kirkarkla Aynayangian Modolo Moday Birol Mahayoco Shin.||Kirkarkla Aynayangian Modolo Moday Birol Mahayoco Shin.,Kirkarkla Aynayangian Modolo Moday Birol Mahayoco Shin.||
"Okay, I've got it!"||"Okay, I've got it!","¡Vale, lo tengo!"||
"Oh-ho-ho! Young folks have such great memories, no? Go back to the village and test it out, then."||"Oh-ho-ho! Young folks have such great memories, no? Go back to the village and test it out, then.","Ja, ja, ja. Qué memoria tenéis los jóvenes, ¿no? Ahora, regresad a la aldea y probadla."||
Got: Password!||Got: Password!,Has obtenido la contraseña||
I am the head scientist here. My field is all the world's mysteries.||I am the head scientist here. My field is all the world's mysteries.,Soy el científico jefe y desentraño los misterios del mundo.||
Our duty is to study those mysteries. Is there a mystery that bothers you?||Our duty is to study those mysteries. Is there a mystery that bothers you?,Nuestro deber: estudiar esos misterios. ¿Acaso te inquieta alguno?||
"Speaking of mysteries, that item we got at the mural village is a mystery for sure..."||"Speaking of mysteries, that item we got at the mural village is a mystery for sure...","Hablando de misterios, ese objeto de la aldea de los Murales sí que es misterioso..."||
"Show it to me, then."||"Show it to me, then.",Enséñamelo.||
You handed him the $C2<$I376>.||You handed him the $C2<$I376>.,Le has dado la $C2<$I376>.||
"Oh, I see. This part is used in ancient advanced technology."||"Oh, I see. This part is used in ancient advanced technology.",Ya veo. Esta pieza se empleaba en la tecnología ancestral avanzada.||
"It was so powerful it was split into three parts: alpha, beta and gamma."||"It was so powerful it was split into three parts: alpha, beta and gamma.","Era tan poderosa que se dividió en tres: Alfa, Beta y Gamma."||
"When you have them all, I might be able to put them together."||"When you have them all, I might be able to put them together.","Cuando las reunáis todas, quizá pueda ensamblarlas."||
He returns the $C2<$I376>.||He returns the $C2<$I376>.,Te devuelve la $C2<$I376>.||
"I am very patient, so come back whenever you find a mystery."||"I am very patient, so come back whenever you find a mystery.",Tengo mucha paciencia. Volved por aquí si encontráis un objeto misterioso.||
Hang on a bit!||Hang on a bit!,¡Un momento!||
I totally forgot to tell you! Zola is waiting in the back room.||I totally forgot to tell you! Zola is waiting in the back room.,¡Se me había olvidado! Zola aguarda en la habitación de atrás.||
Mysteries! I smell a good mystery!||Mysteries! I smell a good mystery!,¡Misterios! ¡Me huelo un misterio de los buenos!||
"Sir, I think these three mystery items are the common parts."||"Sir, I think these three mystery items are the common parts.","Señor, creo que estos tres objetos misteriosos son las piezas comunes."||
Let me see...||Let me see...,Veamos...||
Mysteries! I smell a good mystery!||Mysteries! I smell a good mystery!,¡Misterios! ¡Me huelo un misterio de los buenos!||
"Sir, we found some mysterious items."||"Sir, we found some mysterious items.","Señor, hemos hallado varios objetos misteriosos."||
What? You brought me six?! Let me see them!||What? You brought me six?! Let me see them!,¿Cómo? ¿Seis? ¡A verlos!||
You handed him the $C2<Unknown Item>||You handed him the $C2<Unknown Item>,Le has dado tu $C2<objeto misterioso>||
Success! The mysterious item you brought us is actually this!||Success! The mysterious item you brought us is actually this!,¡Eureka! ¡El objeto misterioso es esto!||
Be careful. This is a part of advanced technology that destroyed the Ancients.||Be careful. This is a part of advanced technology that destroyed the Ancients.,Con cuidado. Es una pieza de tecnología avanzada que destruyó a los ancestrales.||
Got: $I327!||Got: $I327!,Has obtenido la $I327||
Got: $I344!||Got: $I344!,Has obtenido el $I344||
Hmm. It appears you don't have all the mysterious parts.||Hmm. It appears you don't have all the mysterious parts.,"Mmm. Según parece, no tienes todas las piezas misteriosas."||
Mysteries still await you somewhere in the world.||Mysteries still await you somewhere in the world.,Los objetos misteriosos siguen ocultos en algún rincón del mundo.||
This might be the end of the world's mysteries. You've done a great job!||This might be the end of the world's mysteries. You've done a great job!,Podría significar el fin de los misterios. ¡Habéis hecho un trabajo excelente!||
You kids have brought me great joy! I think I will do some relaxing research for a change.||You kids have brought me great joy! I think I will do some relaxing research for a change.,¡Qué alegría me dais! Me dedicaré a investigar técnicas de relajación para variar.||
Jibral Castle has been in use since ancient times. Even children must show respect.||Jibral Castle has been in use since ancient times. Even children must show respect.,El castillo Yibral se remonta a tiempos ancestrales. Hasta los niños deben mostrarle respeto.||
See how clean the floors are in the throne room? Tradition has it that cleaning the floor was a punishment.||See how clean the floors are in the throne room? Tradition has it that cleaning the floor was a punishment.,"¿Ves lo limpio que está el suelo del salón del trono? Según la tradición, te ordenaban limpiarlo como castigo."||
"We idolize the king. He may be young, but he is a great leader."||"We idolize the king. He may be young, but he is a great leader.","Idolatramos al rey. Es joven, sí, pero nos gobierna bien."||
"I can't talk about it in the open, but there's a terrible plan afoot in Jibral."||"I can't talk about it in the open, but there's a terrible plan afoot in Jibral.","No puedo airearlo mucho, pero un terrible plan se ha puesto en marcha en Yibral."||
The king cares very deeply about the abnormal occurrences happening here and there.||The king cares very deeply about the abnormal occurrences happening here and there.,El rey está muy consternado por los sucesos anormales acaecidos aquí y allá.||
"No, we're not bored. Although all we do is stand here..."||"No, we're not bored. Although all we do is stand here...","No estamos aburridos, aunque parecemos estatuas aquí parados..."||
Don't slip as you run around! This floor is very slippery.||Don't slip as you run around! This floor is very slippery.,"¡Cuidado, no resbaléis! El suelo está muy resbaladizo."||
Guests from Talta! The king awaits you.||Guests from Talta! The king awaits you.,"Invitados de Talta, el rey aguarda."||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
Not used||Not used,Sin usar||
"Oh, it's the lively children! What are you doing here?"||"Oh, it's the lively children! What are you doing here?",Los niños vivarachos. ¿Qué hacéis aquí?||
You're the dog-lover! What about you? What are you doing here in the castle?||You're the dog-lover! What about you? What are you doing here in the castle?,¡El que adora a los perros! Pero ¿qué haces en el castillo?||
"Hey, how rude you are! This person is a grand minister of Jibral."||"Hey, how rude you are! This person is a grand minister of Jibral.",¡Pero qué poca vergüenza! Esta persona es un gran ministro de Yibral.||
"It's okay, it's okay. They can't change just because the old man has status now."||"It's okay, it's okay. They can't change just because the old man has status now.",No pasa nada. No van a cambiar ahora sólo porque el anciano sea un pez gordo.||
"You're a minister? Can you do anything about Talta Village, then?"||"You're a minister? Can you do anything about Talta Village, then?","¿Eres ministro? Entonces, ¿puedes ayudar a la aldea de Talta?"||
"I have seen the reports on Talta, yes. It will take some time, but I will not let anything bad happen."||"I have seen the reports on Talta, yes. It will take some time, but I will not let anything bad happen.","Estoy al corriente de la situación, sí. Tardaremos tiempo, pero no permitiré que ocurra ninguna desgracia en Talta."||
Please leave it to me and be on your way.||Please leave it to me and be on your way.,Dejadlo en mi mano y marchad.||
You there! Don't you have business in the basement lab?||You there! Don't you have business in the basement lab?,¡Oye! ¿No tienes asuntos pendientes en el laboratorio del sótano?||
The entrance to the basement is the door on the left in the Great Hall.||The entrance to the basement is the door on the left in the Great Hall.,"Al sótano, se baja por la puerta de la izquierda del salón regio."||
"If you have business in the lab, use the left-hand door up by the stairs."||"If you have business in the lab, use the left-hand door up by the stairs.","Si tienes que ir al laboratorio, abre la puerta que hay a la izquierda de la escalera."||
"When you go back, say hello to that girl."||"When you go back, say hello to that girl.","A la vuelta, saluda a esa chica."||
There is a strange plant growing in the central garden. Its fruits are like capsules!||There is a strange plant growing in the central garden. Its fruits are like capsules!,Ha crecido una extraña planta en el jardín central. ¡Sus frutos parecen cápsulas!||
"It seems to have been made by the Ancients||"It seems to have been made by the Ancients,"Según parece||
Zola! Zola!||Zola! Zola!,¡Zola! ¡Zola!||
Bow to the king!||Bow to the king!,¡Inclinaos ante el rey!||
Nene! Never!||Nene! Never!,"¡Nené, jamás!"||
Our mechat is still being researched.||Our mechat is still being researched.,Seguimos investigando el mecóptero.||
It seems we shouldn't have tried to use those ruined parts.||It seems we shouldn't have tried to use those ruined parts.,"Según parece, hicimos mal en aprovechar esas piezas destruidas."||
"Oh, it's you. This mechat still doesn't work."||"Oh, it's you. This mechat still doesn't work.","Vaya, eres tú. El mecóptero sigue sin funcionar."||
"If Lady Zola stole a working mechat, we wouldn't need to do these repairs."||"If Lady Zola stole a working mechat, we wouldn't need to do these repairs.","Si Zola robara un mecóptero nuevo, no tendríamos que reparar este."||
How is the mechat that Lady Zola stole? Our repairs are coming along too.||How is the mechat that Lady Zola stole? Our repairs are coming along too.,¿Cómo va el mecóptero que robó Zola? Nosotros hemos avanzado con las reparaciones.||
"Near as I can tell, it should be ready to fly in about five years."||"Near as I can tell, it should be ready to fly in about five years.","A este ritmo, estará listo para volar dentro de cinco años."||
Zola's bath... It's already filled.||Zola's bath... It's already filled.,La bañera de Zola... Ya está llena.||
Zola's towel... It smells nice.||Zola's towel... It smells nice.,La toalla de Zola... Huele bien.||
It's lined with cosmetics. It smells... very posh.||It's lined with cosmetics. It smells... very posh.,Aquí están los cosméticos. Huele... a lujo.||
